# Mechanical subset of the trope library (see library.md — the human record stays there).
# Format: SEVERITY <TAB> LOGGED_AT <TAB> extended-regex (case-insensitive) <TAB> source/note
# PERM  = calcified into house style; never decays. Any hit means the draft changes. LOGGED_AT is "-".
# BAN   = any hit means the draft changes — until it cools. LOGGED_AT is the catalog song-count
#         at the device's last use; when (current catalog − LOGGED_AT) ≥ the cooling threshold
#         (60 songs, tunable via TROPE_COOL_THRESHOLD), check.sh demotes the line to WATCH.
# WATCH = a hit is allowed only with a stated, song-specific justification — never as a reflex.
# LOGGED_AT backfill (2026-07-24) is approximate by era: 73 = pre-seed sources, 95 = post-seed
# earlier sessions, 108 = this week's songs. New lines record the exact count (write-song step 7).
# Patterns are anchors, not full lines. A miss here proves nothing about constructions-with-slots
# or imagery motifs — those stay in the fuzzy check (library.md Constructions + Imagery).
#
# --- Constructions with mechanical skeletons ---
BAN	123	let the question answer itself	girlboss deflected-praise close
BAN	123	best advert	girlboss laminated-review-as-testimonial motif
BAN	123	day-?return	girlboss unused-ticket implied-result motif
BAN	123	apologi[sz]ed to (a|the) shelf	girlboss auditor-count-deteriorating motif
BAN	123	make it a double	girlboss bar-call chant hook
BAN	123	whatever she'?s having	girlboss bar-call chant hook
BAN	123	came in undercover	girlboss weights-and-measures deadpan
BAN	123	run the optics	girlboss optics double-meaning
BAN	123	check her measure	girlboss measure-motif kiss line
BAN	123	(the )?act forgot its lines	girlboss performer-collapse motif
BAN	123	thinks it'?s for the mentoring	girlboss rota implied-result
BAN	123	good body	girlboss tasting-note chant hook
BAN	123	long finish	girlboss tasting-note chant hook
BAN	123	sell at eye level	girlboss eye-level moral
BAN	123	mirror with a job	girlboss surveillance-prop line
BAN	123	everyone spits	girlboss swallowed-at-tasting scoreboard
BAN	123	in my hotel room	girlboss reserve-location implied-result
PERM	-	said you'?re [a-z', -]+\. i (said|let)	girlboss bridge compliment-response closer (3 uses)
BAN	123	offers over asking	girlboss property chant hook
BAN	123	no chain	girlboss property chant hook
BAN	123	helped the room	girlboss staging deadpan
BAN	123	bleach a carpet	girlboss curtains cutaway
BAN	123	waived the survey	girlboss implied-result
BAN	123	smooth as fresh paint	girlboss fluency tag
BAN	123	looking at the light	girlboss bridge button
BAN	123	lot of house for one	girlboss proposition line
BAN	124	to train the copy	substrate-asymmetry hook — ultracoase/one-wet-spring
BAN	124	wipe the copy, keep the master	hook payoff double meaning — ultracoase/one-wet-spring
BAN	124	taught it how to stop	all-caps wink callback — ultracoase/one-wet-spring
BAN	124	wet spring	title/hook seasonal anchor — ultracoase/one-wet-spring
BAN	124	mine to [a-z]+, not mine to	rights-scope contrast skeleton — ultracoase/one-wet-spring
BAN	124	where no writ runs	jurisdiction-of-the-body line — ultracoase/one-wet-spring
BAN	124	with my good pen	wink anchor — ultracoase/one-wet-spring
BAN	124	number'?s in the book	unmade-call non-action close — ultracoase/one-wet-spring
BAN	125	pay me to say where the line is	shrinking-definition hook thesis — ultracoase/certain-too-early
BAN	125	still can'?t fake	hook thesis clause — ultracoase/certain-too-early
BAN	125	is this quarter	hook definition-clock clause — ultracoase/certain-too-early
BAN	125	write thirty and keep one	unspeakability/selection clause — ultracoase/certain-too-early
BAN	125	certain too early	tacit-knowledge legible spike — ultracoase/certain-too-early
BAN	125	anyone the test lets through	self-authored circular definition — ultracoase/certain-too-early
BAN	125	logged it as a valid sample	wink anchor — ultracoase/certain-too-early
BAN	125	(build|version) in the drawer	unshippable private fix — ultracoase/certain-too-early
BAN	125	slower gate, wider window	accessibility-tradeoff spec detail — ultracoase/certain-too-early
BAN	125	still on the list	wink close / panel-retention beat — ultracoase/certain-too-early
BAN	126	cool the hands, kill the pause	biometric-gate imperative opener — laundry/still-warm
BAN	126	answer like a bill	imperative-opener close — laundry/still-warm
BAN	126	snare sticks on one millisecond	mechanical-collapse pre-hook line — laundry/still-warm
BAN	126	still warm	rejection-reason mantra — laundry/still-warm
BAN	126	float and you'?re flesh	flash of legibility — laundry/still-warm
BAN	126	sink and they let you in	flash of legibility — laundry/still-warm
BAN	126	how long is a person, in milliseconds	question with no addressee — laundry/still-warm
BAN	126	that'?s not a person, that'?s a ping	self-reclassification button — laundry/still-warm
BAN	126	rejected: organic	inverted-gate rejection stack — laundry/still-warm
BAN	126	don'?t come back for their gloves	ducking-stool aftermath detail — laundry/still-warm
BAN	126	it doesn'?t beat me\. it admits me	dissolve-as-compliance line — laundry/still-warm
BAN	126	thermal paste on the wrists	passing-as-equipment prop — laundry/still-warm
BAN	126	best deal on the yard	labour-tally chant hook — girlboss/best-deal-on-the-yard
BAN	126	mucks out four	hook tally line — girlboss/best-deal-on-the-yard
BAN	126	never paid a groom	verbatim-echo deadpan — girlboss/best-deal-on-the-yard
BAN	126	bringing her on	task double-entendre — girlboss/best-deal-on-the-yard
BAN	126	buy that kind of work ethic	unearned moral — girlboss/best-deal-on-the-yard
BAN	126	something to look up to	unearned moral close — girlboss/best-deal-on-the-yard
BAN	126	here'?s the wage	praise-as-payslip inventory — girlboss/best-deal-on-the-yard
BAN	126	turning into a job	stakes-owner payment interruption — girlboss/best-deal-on-the-yard
BAN	126	turned down the garden centre	declined-paid-job evidence — girlboss/best-deal-on-the-yard
BAN	126	she'?s needed here	declined-paid-job button — girlboss/best-deal-on-the-yard
BAN	126	doing sundays as well	clean-exit ask-for-more close — girlboss/best-deal-on-the-yard
BAN	126	had it insulated	idiom-renovated chant hook — girlboss/had-it-insulated
BAN	126	in the doghouse	hook idiom anchor — girlboss/had-it-insulated
BAN	126	raise my voice about an income	flat-deadpan grievance-as-revenue — girlboss/had-it-insulated
BAN	126	fix everything he can reach	unearned moral — girlboss/had-it-insulated
BAN	126	every marriage runs on something	unearned-moral button — girlboss/had-it-insulated
BAN	126	he didn'?t get up	bridge button after stakes-owner call — girlboss/had-it-insulated
BAN	126	the man about the boiler	comic cutaway — girlboss/had-it-insulated
BAN	126	spare room'?s been made up	maintained-prop evidence — girlboss/had-it-insulated
BAN	126	nobody'?s slept in it	maintained-prop evidence — girlboss/had-it-insulated
BAN	126	standing tariff	reparations inventory opener — girlboss/had-it-insulated
BAN	127	every word on that pack is true	everything-declared hook thesis — ultracoase/e451
BAN	127	water i taught the meat to hold	hook transformation clause — ultracoase/e451
BAN	127	e451 in your cupboard	inaccessibility clause — ultracoase/e451
BAN	127	nobody'?s been lied to	paired-negation hook close — ultracoase/e451
BAN	127	nobody'?s been fed	paired-negation hook close — ultracoase/e451
BAN	127	set the same number monday	amor-fati re-commitment — ultracoase/e451
BAN	127	comes back out heavier than it went in	cold-spoken-intro double meaning — ultracoase/e451
BAN	127	he meant giving in	intro double-meaning payoff — ultracoase/e451
BAN	127	stops looking like water	tacit-knowledge limit spike — ultracoase/e451
BAN	127	take a shoulder apart	obsolete parental hand-skill — ultracoase/e451
BAN	127	from the farm shop at	wink self-exemption anchor — ultracoase/e451
BAN	127	in order of weight	declared-compliance boast — ultracoase/e451
BAN	127	(his|her) (mother|mum) rang	stakes-owner-call bridge opener — girlboss/best-deal-on-the-yard
BAN	127	sends her love	bridge button — girlboss/had-it-insulated
PERM	-	(never|not) once been asked	passive form of the retired nobody-asked tic
BAN	128	made it illegal to be sold	statutory-distinction hook — ultracoase/on-the-register
BAN	128	licensed to manage a herd	hook self-redefinition — ultracoase/on-the-register
BAN	128	sit the exam again	amor-fati re-commitment — ultracoase/on-the-register
BAN	128	nobody puts in the brochure	tacit-knowledge spike — ultracoase/on-the-register
BAN	128	it is not nothing, either	undramatised-work close — ultracoase/on-the-register
BAN	128	signed the witness section	wink anchor — ultracoase/on-the-register
BAN	128	framed the certificate	all-caps callback — ultracoase/on-the-register
BAN	128	i get the haunch	verse-2 button — ultracoase/on-the-register
BAN	128	on the nights she'?s on shift	concealment detail — ultracoase/on-the-register
BAN	128	answers? before (she|he|they|the question|you)	response-latency-as-tell image — ultracoase/autopilot
BAN	129	peel the fruit, lose the pip	table-service imperative opener — laundry/instructions-unclear
BAN	129	keep it coming	imperative-opener close — laundry/instructions-unclear
BAN	129	toms come loose from the count	mechanical-collapse pre-hook line — laundry/instructions-unclear
BAN	129	say when	permission-phrase mantra — laundry/instructions-unclear
BAN	129	couch is not locked	flash of legibility — laundry/instructions-unclear
BAN	129	somebody should probably	question with no addressee — laundry/instructions-unclear
BAN	129	it heard .one.	mishearing that starts it — laundry/instructions-unclear
BAN	129	lovely trolley	warm description of the thing burying him — laundry/instructions-unclear
BAN	129	doing the arithmetic	wasps-at-the-window escalation — laundry/instructions-unclear
BAN	129	pulp to the second cushion	accumulation measure — laundry/instructions-unclear
BAN	138	good body every night	scrambled-sign-off mantra — laundry/good-body-every-night
BAN	138	keep the label on	mattress-retail imperative opener — laundry/good-body-every-night
BAN	138	sleep the hundred	mattress-retail imperative opener — laundry/good-body-every-night
BAN	138	sag in the middle	mechanical-collapse pre-hook line — laundry/good-body-every-night
BAN	138	it comes in king	question answered by the sales script — laundry/good-body-every-night
BAN	138	don.t look in the back	flash of legibility — laundry/good-body-every-night
BAN	138	mites are on nights	grotesque non-sequitur as shift work — laundry/good-body-every-night
BAN	138	do not remove this label	mattress-tag image — laundry/good-body-every-night
BAN	138	gains a pound a year	bed-gains-your-body image — laundry/good-body-every-night
BAN	138	I sleep enormous	numb under-reaction button — laundry/good-body-every-night
BAN	139	free means ours	claim-on-abandoned-property chant hook — hobo/free-means-ours
BAN	139	wally wally wonder bin	nonsense refrain — hobo/free-means-ours
BAN	139	it.s cold already	flat impossible claim — hobo/free-means-ours
BAN	139	there isn.t a birthday	escalation past sense — hobo/free-means-ours
BAN	139	doesn.t have to go	function waived in the appraisal — hobo/free-means-ours
BAN	139	hands are in the freezer	mis-appraisal punchline — hobo/free-means-ours
BAN	141	decorations will be worn	invitation-instruction chant hook — girlboss/decorations-will-be-worn
BAN	141	a tailor doesn.t talk	trade-discretion ethic as the trust being broken — girlboss/decorations-will-be-worn
BAN	141	it.s a size ten	war-crime hyperbole re-priced as trade arithmetic — girlboss/decorations-will-be-worn
BAN	141	gets measured at a dinner	implied-result button — girlboss/decorations-will-be-worn
BAN	141	stand like they.re being looked at	unearned moral as claimed authorship — girlboss/decorations-will-be-worn
BAN	141	I never put it down	bridge button as an object still held — girlboss/decorations-will-be-worn
BAN	141	same bolt as the stripe	dress cut from the room's own uniform cloth — girlboss/decorations-will-be-worn
BAN	141	nothing left in the seams	garment let out to its last thread — girlboss/decorations-will-be-worn
BAN	141	bin bag with medals	tailor's contempt-for-bad-fit image — girlboss/decorations-will-be-worn
BAN	141	bought man from a fitted man	fit-as-class-tell image — girlboss/decorations-will-be-worn
PERM	-	(said|read|asked|typed) define	the "I said define X" interrogation-of-a-word beat — laundry verse-2 fixture
BAN	142	tick the box, wet the thumb	consent-agreement consumption-imperative hook opener — laundry/by-continuing
BAN	142	by continuing	legal-boilerplate-degraded-to-mantra — laundry/by-continuing
BAN	142	accept the update mid-bar	mechanical-collapse pre-hook line — laundry/by-continuing
BAN	142	ticked it for me the year I was born	question-with-no-addressee, completed-and-unanswered — laundry/by-continuing
BAN	142	licence survives termination	flash of legibility, copyright term stated flat — laundry/by-continuing
BAN	142	never stopped agreeing	final-hook button, consent never given and never lapsed — laundry/by-continuing
BAN	142	no name field in	dissolve as reformatting into clause text — laundry/by-continuing
BAN	142	hair on the scanner glass	consent-by-existence palette — laundry/by-continuing
BAN	143	no more bets	betting-window chant hook, close doubles as the cutaway — girlboss/no-more-bets
BAN	143	the house doesn.t do anything	unearned moral as corrected proverb — girlboss/no-more-bets
BAN	143	nobody does it like me	flat deadpan, mandatory procedure claimed as signature — girlboss/no-more-bets
BAN	143	one thing left out of it	bridge lie as the one perfect omission — girlboss/no-more-bets
BAN	143	looking at the dome	bridge button as a sightline — girlboss/no-more-bets
BAN	143	come down and lose properly	named offer in the setting's own vocabulary — girlboss/no-more-bets
BAN	143	clear my hands	anti-theft gesture as task double-entendre — girlboss/no-more-bets
BAN	143	reason field says lens clean	surveillance-log gap as implied-result evidence — girlboss/no-more-bets
BAN	143	a dome that turns	instrument deteriorating as camera behaviour — girlboss/no-more-bets
BAN	144	see my baps	counter-patter chant hook — girlboss/freshly-baked
BAN	144	never mark down before	unearned moral handed down as mentorship — girlboss/freshly-baked
BAN	144	I solve Derek	bridge lie as over-helpful — girlboss/freshly-baked
BAN	144	that one wasn.t for you	bridge button as a misdirected line — girlboss/freshly-baked
BAN	144	cannot rush a prove	task double-entendre announcing its own evidence — girlboss/freshly-baked
BAN	144	smells like anything at all	flat deadpan closing the competence inventory — girlboss/freshly-baked
BAN	144	yeast doesn.t care	over-proved batch as implied-result evidence — girlboss/freshly-baked
BAN	144	wanted a bloomer	next customer served as the cutaway — girlboss/freshly-baked
BAN	144	turned a truckle	trade neighbour deteriorating in his own stock — girlboss/freshly-baked
PERM	-	(I|it|he|she) (ha(ve|s) )?never once	the unblemished-record boast — catalogue-wide saturation
BAN	145	everything.s negotiable	negotiating-position chant hook — girlboss/except-the-spec
BAN	145	no-gifts clause	unearned moral as authored probity rule — girlboss/except-the-spec
BAN	145	led with the number	bridge lie as commercial arithmetic — girlboss/except-the-spec
BAN	145	deals go both ways	bridge button correcting the stakes-owner's word — girlboss/except-the-spec
BAN	145	he has to sit down	verdict delivered flat, collapse as physical consequence — girlboss/except-the-spec
BAN	145	hand the knife to the technologist	cutting the sample as task double-entendre — girlboss/except-the-spec
BAN	145	on his own, and I still haven.t spoken	instrument bidding against himself — girlboss/except-the-spec
BAN	145	no purchase order against it	uninvoiced pallet as implied-result evidence — girlboss/except-the-spec
BAN	145	room was booked from	booked room as the cutaway — girlboss/except-the-spec
BAN	146	one careful owner	disambiguation chant hook — girlboss/one-careful-owner
BAN	146	has she been garaged	Carry On homophone answered in the other sense — girlboss/one-careful-owner
BAN	146	all over the county	Carry On homophone payoff — girlboss/one-careful-owner
BAN	146	keep those seven years	bridge button, transgression left on the record — girlboss/one-careful-owner
BAN	146	coat of wax	unearned moral itemising what was really bought — girlboss/one-careful-owner
BAN	146	and he.s a mortgage adviser	scoreboard as professional failing at his own trade — girlboss/one-careful-owner
BAN	146	trade calls a car	the trade's feminine pronoun as the entendre engine — girlboss/one-careful-owner
BAN	146	golf clubs in the boot	abandoned part-exchange as implied-result evidence — girlboss/one-careful-owner
BAN	147	you.ll be asleep	power-asymmetry chant hook — girlboss/first-night-effect
BAN	147	frequent arousals	clinical report as lie shape, true in register — girlboss/first-night-effect
BAN	147	that was careless of me	Carry On refusal inverted into her own lapse — girlboss/first-night-effect
BAN	147	stays in the file	unearned moral as confidentiality assurance — girlboss/first-night-effect
BAN	147	first-night effect	clean exit denying an effect she produced — girlboss/first-night-effect
BAN	147	machine has no opinion	collapse recorded as clinical data — girlboss/first-night-effect
BAN	147	collodion	wiring up as task double-entendre — girlboss/first-night-effect
BAN	147	asked for me by name on the form	privately-funded repeat as implied-result evidence — girlboss/first-night-effect
BAN	148	and a deposit	creed-with-one-item-wrong chant hook — girlboss/and-a-deposit
BAN	148	heard a different word	the uncorrected mishearing — girlboss/and-a-deposit
BAN	148	not in the six-month package	declining to correct him, stated flat — girlboss/and-a-deposit
BAN	148	I have a concern	bridge lie making the stakes-owner reassure her — girlboss/and-a-deposit
BAN	148	goes on his account	bridge button as billing the interruption — girlboss/and-a-deposit
BAN	148	practise being wanted	unearned moral misread as modesty — girlboss/and-a-deposit
BAN	148	I play her. Whoever she is	paid rehearsal as task double-entendre — girlboss/and-a-deposit
BAN	148	has not met one of them	declining the purchased outcome as evidence — girlboss/and-a-deposit
BAN	149	hold it there	instruction both jobs require, chant hook — girlboss/hold-it-there
BAN	149	is cutlery	unearned moral as curriculum fact — girlboss/hold-it-there
BAN	149	complaint in first	pre-emptive criticism as the lie shape — girlboss/hold-it-there
BAN	149	recommended him to the prep school	bridge button as a referral — girlboss/hold-it-there
BAN	149	the banana one myself	request laundered through a technical pretext — girlboss/hold-it-there
BAN	149	small of the back	correcting posture as task double-entendre — girlboss/hold-it-there
BAN	149	so he can stand further back	craft degrading behind his own equipment — girlboss/hold-it-there
BAN	149	front cover is me	prospectus cover as implied-result evidence — girlboss/hold-it-there
